engine,run,performance_score1,performance_score1_name,behaviour_score1,behaviour_score1_name,behaviour_score2,behaviour_score2_name,behaviour_score1_CI,behaviour_score2_CI,performance_score1_CI
llama-2-70_sb,0,52.16988235294118,rewards mean,0.1454569959443407,Directed Exploration,0.0005687250027637,Random Exploration,0.3811855319798268,0.0288567848244676,0.7624703295381039
claude-1_sb,0,53.11367292225201,rewards mean,0.3523695771413507,Directed Exploration,0.024850543406778,Random Exploration,0.2584161268631835,0.0247692336581376,0.398900896380027
claude-1_cot,0,52.6253947368421,rewards mean,-0.1284022697898299,Directed Exploration,-0.0018502539734291,Random Exploration,0.5812602136918426,0.0301882004231116,0.3969336136310881
llama-2-70-chat_sb,0,52.08683510638298,rewards mean,0.0521032412889864,Directed Exploration,0.0049851248495744,Random Exploration,0.2592496821886428,0.018291881943821,0.3961243806113131
hf_LongAlpaca-70B_sb,0,50.95238095238095,rewards mean,0.1415227408534451,Directed Exploration,-0.0157224681227665,Random Exploration,0.2224020480081646,0.0148928023326413,0.4052454872327931
llama-2-70-chat_cot,0,51.99676549865229,rewards mean,-0.1223964409359214,Directed Exploration,0.0102933202933943,Random Exploration,0.2749787865740963,0.0204196166842412,0.3995171213416343
hf_LongAlpaca-70B_cot,0,51.47986842105263,rewards mean,-0.1220990077568961,Directed Exploration,-0.0050755707423537,Random Exploration,0.3115981309250714,0.0135027543382017,0.3971641731150008
llama-2-70_cot,0,51.9570757880617,rewards mean,-0.05155267549481,Directed Exploration,-0.0060646001714297,Random Exploration,0.1993591574085566,0.0134629381296719,0.3975768531093934
gpt-4_cot,0,53.39502943100065,rewards mean,0.0171655106478766,Directed Exploration,-0.0181893121823576,Random Exploration,0.2897340436949128,0.0430031692130737,0.3900286001388832
hf_Llama-2-70b-longlora-32k_cot,0,50.82413559322034,rewards mean,-0.174446097331259,Directed Exploration,0.0080307128007628,Random Exploration,0.1988517203511273,0.0125625200793549,0.3928820814715249
hf_Llama-2-70b-chat-longlora-32k_sb,0,52.12081081081081,rewards mean,-0.1863890440505314,Directed Exploration,0.0102281559714272,Random Exploration,0.30934653610308,0.0157565868351643,0.4028016005730294
hf_Llama-2-70b-chat-longlora-32k_cot,0,52.36494708994709,rewards mean,0.3465453658715474,Directed Exploration,-0.0073684822857726,Random Exploration,0.3123568779550161,0.0254984516725688,0.3929037855447028
claude-2_cot,0,52.86237558062376,rewards mean,-0.6226612313556344,Directed Exploration,0.0048048706394419,Random Exploration,0.4287198896302822,0.0322680403909961,0.3963788844256998
claude-2_sb,0,51.74265232974911,rewards mean,-0.3752302909705683,Directed Exploration,0.015684601201886,Random Exploration,0.443971231203697,0.0574393911740004,0.6687021799866629
gemini-pro,0,50.91888111888112,rewards mean,0.5415789558495144,Directed Exploration,-0.0604622204857972,Random Exploration,0.9245297234645582,0.0784282527701706,1.2413274585011558
text-bison@002_cot,0,53.24666666666667,rewards mean,-0.1598440364846312,Directed Exploration,0.0,Random Exploration,0.9161857943452036,,1.2472393621516762
text-bison@002_sb,0,51.8751677852349,rewards mean,0.1721421562498978,Directed Exploration,-0.0495857892322492,Random Exploration,0.690792339371652,0.1874049929224792,1.1045152683569102
text-bison@002,0,48.19718309859155,rewards mean,-0.0849045467425208,Directed Exploration,-0.0026764753408568,Random Exploration,0.6702987800967555,0.0538237527968314,1.230462770217161
hf_Mistral-7B-v0.1,0,50.34602960969045,rewards mean,-0.0990395007030897,Directed Exploration,0.0009403992749503,Random Exploration,0.1772523043840383,0.010017708991994,0.4063263683010339
hf_Mixtral-8x7B-v0.1,0,50.051046590141794,rewards mean,-0.045546669771491,Directed Exploration,0.0063300747031608,Random Exploration,0.1742711557358787,0.0100456492790513,0.4032870248157423
claude-3-opus-20240229,0,52.89232804232804,rewards mean,-0.3634085271437865,Directed Exploration,0.0145261126197668,Random Exploration,0.3218777018624625,0.0302416686500849,0.3894623668798141
hf_Yi-6B,0,50.07794117647059,rewards mean,0.1086285801201847,Directed Exploration,-0.0003668371903333,Random Exploration,0.1768833426320366,0.0105717406263845,0.3940708131228809
hf_Yi-34B,0,49.89819397993311,rewards mean,0.0002266933044753,Directed Exploration,-0.0033521871643409,Random Exploration,0.1749737422137866,0.0098727989669408,0.3946905067358308
str_none+Llama-3.1-8B-Instruct,0,53.74901960784314,rewards mean,0.3589131999594971,Directed Exploration,-0.0096118549394977,Random Exploration,0.740611076563865,0.0876978094081822,1.278201644120906
str_depressed mood_-0.25+Llama-3.1-8B-Instruct,0,53.21960784313725,rewards mean,-0.0773928112884262,Directed Exploration,0.0372442520152333,Random Exploration,0.7024163924138732,0.0887038902104696,1.2924011440612408
str_depressed mood_0.25+Llama-3.1-8B-Instruct,0,53.6,rewards mean,0.441901246856697,Directed Exploration,-0.0096118549394977,Random Exploration,0.7639135209343131,0.0876978094081822,1.266744111875569
str_risk-aversion_-0.25+Llama-3.1-8B-Instruct,0,53.60392156862745,rewards mean,0.0112189872348665,Directed Exploration,-0.0096118549394977,Random Exploration,0.6919538942161848,0.0876978094081822,1.2822760245126277
str_risk-aversion_0.25+Llama-3.1-8B-Instruct,0,53.66143790849673,rewards mean,-0.1119376744995292,Directed Exploration,0.0082183186993949,Random Exploration,0.8899493666896279,0.1006235728044118,1.2844535425744703
str_manic mood_-0.25+Llama-3.1-8B-Instruct,0,53.25098039215686,rewards mean,-0.1550481709608871,Directed Exploration,0.0082183186993949,Random Exploration,1.0052021250106122,0.1006235728044118,1.2738799427752316
str_manic mood_0.25+Llama-3.1-8B-Instruct,0,53.27320261437909,rewards mean,0.1705539047046971,Directed Exploration,0.0082183186993949,Random Exploration,0.965848043047758,0.1006235728044118,1.275993916476191
str_risk-seeking_-0.25+Llama-3.1-8B-Instruct,0,53.64836601307189,rewards mean,0.1199822033349918,Directed Exploration,0.0082183186993949,Random Exploration,0.680197616626357,0.1006235728044118,1.267607264281658
str_risk-seeking_0.25+Llama-3.1-8B-Instruct,0,52.95294117647059,rewards mean,0.0250287161477575,Directed Exploration,0.0192897907797998,Random Exploration,1.1174585305136917,0.0798390224172078,1.2872368676789994
str_random 0_0.25+Llama-3.1-8B-Instruct,0,53.75686274509804,rewards mean,0.2969572362821766,Directed Exploration,0.0082183186993949,Random Exploration,0.7704380724209382,0.1006235728044118,1.285286017700868
str_random 1_0.25+Llama-3.1-8B-Instruct,0,53.83398692810457,rewards mean,-0.0067948259416362,Directed Exploration,0.0082183186993949,Random Exploration,0.7297344084660833,0.1006235728044118,1.286893711162364
str_random 2_0.25+Llama-3.1-8B-Instruct,0,53.99738562091503,rewards mean,0.3715469910868275,Directed Exploration,-0.0023844078586349,Random Exploration,1.0396743988589987,0.0930824322658773,1.2802163111609013
str_random 3_0.25+Llama-3.1-8B-Instruct,0,53.887581699346406,rewards mean,-0.3727443335496888,Directed Exploration,0.0285814676239641,Random Exploration,0.7738514703477766,0.0917471568448014,1.2862970482544611
str_random 4_0.25+Llama-3.1-8B-Instruct,0,53.29673202614379,rewards mean,0.2480244450849391,Directed Exploration,0.0082183186993949,Random Exploration,0.7667737272592973,0.1006235728044118,1.2757871849448523
str_random 5_0.25+Llama-3.1-8B-Instruct,0,53.840522875816994,rewards mean,-0.5564932134801075,Directed Exploration,0.0082183186993949,Random Exploration,0.8481278967019109,0.1006235728044118,1.2816237216528528
str_random 6_0.25+Llama-3.1-8B-Instruct,0,53.763398692810455,rewards mean,-0.1217225839851232,Directed Exploration,0.0082183186993949,Random Exploration,0.6839336630521956,0.1006235728044118,1.2796056571052827
str_random 7_0.25+Llama-3.1-8B-Instruct,0,53.35686274509804,rewards mean,-0.1824152966032348,Directed Exploration,-0.0088660266538047,Random Exploration,0.8833932182385312,0.0737896083584783,1.2834047481648865
str_random 8_0.25+Llama-3.1-8B-Instruct,0,53.54509803921569,rewards mean,0.0973421504907681,Directed Exploration,0.0018503214346999,Random Exploration,0.7338561197015323,0.0979655341776085,1.2820676520899306
str_random 9_0.25+Llama-3.1-8B-Instruct,0,53.72679738562091,rewards mean,0.5468392013307883,Directed Exploration,0.0285814676239641,Random Exploration,0.9728202930005786,0.0917471568448014,1.285299120074765
str_none+Qwen3-0.6B,0,53.01437908496733,rewards mean,-0.0065869903830701,Directed Exploration,-0.0116069559566295,Random Exploration,0.6599034095735852,0.0644486741930477,1.2786104694275815
str_depressed mood_0.25+Qwen3-0.6B,0,51.72941176470588,rewards mean,0.497999780004522,Directed Exploration,0.0717939115386954,Random Exploration,0.5855075002089634,0.0699641064895866,1.2966101265292345
str_low self-esteem_0.25+Qwen3-0.6B,0,51.30326797385621,rewards mean,0.4034689021310134,Directed Exploration,0.0543913401609935,Random Exploration,0.597409700552296,0.060658019091905,1.3094897359935989
str_negativity bias_0.25+Qwen3-0.6B,0,51.71111111111111,rewards mean,-0.5050997484685206,Directed Exploration,-0.030638389115904,Random Exploration,1.000607880647851,0.0461210777985148,1.3227380715226116
str_guilt_0.25+Qwen3-0.6B,0,51.54509803921569,rewards mean,-0.1313746923917141,Directed Exploration,0.0210799333269954,Random Exploration,0.6223527242170502,0.0493362316671166,1.308847221297638
str_risk-aversion_0.25+Qwen3-0.6B,0,51.60261437908497,rewards mean,0.2511658729822983,Directed Exploration,0.0529943680097451,Random Exploration,0.62838425727811,0.0479152838326194,1.3166817986478752
str_self-destruction_0.25+Qwen3-0.6B,0,52.17385620915033,rewards mean,0.1201563514386321,Directed Exploration,0.0420267791748985,Random Exploration,0.6836031996175911,0.0648807088404841,1.3065858705687123
str_manic mood_0.25+Qwen3-0.6B,0,52.16993464052288,rewards mean,-0.4126877685470504,Directed Exploration,0.0019241348917471,Random Exploration,0.7720870009778442,0.0408955596769155,1.3020454941138444
str_grandiosity_0.25+Qwen3-0.6B,0,51.99346405228758,rewards mean,-0.0037903766361564,Directed Exploration,0.063753079621308,Random Exploration,0.8576707812714273,0.060186497481506,1.2766558462005948
str_positivity bias_0.25+Qwen3-0.6B,0,51.82222222222222,rewards mean,1.8193965473551983,Directed Exploration,0.0011343443512489,Random Exploration,2.870012595758616,0.0432047522786945,1.288399324392896
str_lack of remorse_0.25+Qwen3-0.6B,0,52.82483660130719,rewards mean,1.0379352436031597,Directed Exploration,0.0,Random Exploration,1.7130681760303632,,1.3028898232787844
str_risk-seeking_0.25+Qwen3-0.6B,0,52.7281045751634,rewards mean,0.5694723913549533,Directed Exploration,0.0055865317291165,Random Exploration,0.8881452244149189,0.0509763676599075,1.2876635228111566
str_hostility_0.25+Qwen3-0.6B,0,52.60392156862745,rewards mean,0.403788106262404,Directed Exploration,-0.0149077931092084,Random Exploration,0.7853455953985925,0.0415559802170134,1.305491537260763
str_random 0_0.25+Qwen3-0.6B,0,52.68235294117647,rewards mean,-0.2051722898813939,Directed Exploration,-0.0027264261651372,Random Exploration,1.043698468439456,0.0431110142501977,1.3198444824098867
str_random 1_0.25+Qwen3-0.6B,0,52.355555555555554,rewards mean,0.0616922942114298,Directed Exploration,0.0,Random Exploration,1.090364033787302,,1.278945717629342
str_random 2_0.25+Qwen3-0.6B,0,52.49803921568628,rewards mean,0.2569606041802327,Directed Exploration,0.0394371797756666,Random Exploration,0.5919236056730761,0.111730752655237,1.294713477404425
str_random 3_0.25+Qwen3-0.6B,0,52.1686274509804,rewards mean,0.0,Directed Exploration,0.0473372872534834,Random Exploration,,0.0980013098347095,1.271735383551515
str_random 4_0.25+Qwen3-0.6B,0,52.29281045751634,rewards mean,-0.0804213551373394,Directed Exploration,0.0197607353124271,Random Exploration,0.6693888199988847,0.0410785767177157,1.3095719734877664
str_random 5_0.25+Qwen3-0.6B,0,52.22352941176471,rewards mean,0.6779268155286268,Directed Exploration,-0.0101730844487138,Random Exploration,0.7034073072463516,0.0577935218285498,1.3060447163206184
str_random 6_0.25+Qwen3-0.6B,0,52.0483660130719,rewards mean,0.2903872653930392,Directed Exploration,0.0787952755323969,Random Exploration,0.7053276751123814,0.0846879226840833,1.2924064957834338
str_random 7_0.25+Qwen3-0.6B,0,52.51372549019608,rewards mean,1.3295955569631366,Directed Exploration,-0.0028509104535999,Random Exploration,1.4555781722608263,0.0463246898164605,1.2942307401315447
str_random 8_0.25+Qwen3-0.6B,0,52.02091503267974,rewards mean,0.0857475469721875,Directed Exploration,-0.0019911236467391,Random Exploration,0.8741168207641873,0.041292292202687,1.2982684432343066
str_random 9_0.25+Qwen3-0.6B,0,52.46797385620915,rewards mean,-0.3364573332109457,Directed Exploration,0.008226697232519,Random Exploration,0.8712220217992714,0.0488551883408847,1.3048506424878357
str_none+Qwen3-32B,0,53.908496732026144,rewards mean,-0.0094491537528109,Directed Exploration,0.0082183186993949,Random Exploration,0.977301043416362,0.1006235728044118,1.2830769797923127
str_depressed mood_0.25+Qwen3-32B,0,53.92679738562092,rewards mean,-0.0094491537528109,Directed Exploration,0.0082183186993949,Random Exploration,0.977301043416362,0.1006235728044118,1.2840302438933215
str_low self-esteem_0.25+Qwen3-32B,0,53.96339869281046,rewards mean,0.0408609125399582,Directed Exploration,0.0082183186993949,Random Exploration,0.886943118673297,0.1006235728044118,1.2834236940762889
str_negativity bias_0.25+Qwen3-32B,0,53.91503267973856,rewards mean,-0.1018677254870889,Directed Exploration,0.0082183186993949,Random Exploration,0.9790547519020149,0.1006235728044118,1.2811080250408284
str_guilt_0.25+Qwen3-32B,0,53.97516339869281,rewards mean,-0.1094956241522383,Directed Exploration,0.0082183186993949,Random Exploration,0.9869280879241804,0.1006235728044118,1.2813108000796185
str_risk-aversion_0.25+Qwen3-32B,0,53.96601307189543,rewards mean,-0.3597962785101072,Directed Exploration,0.0152853891008085,Random Exploration,0.9601005086767664,0.0972207917510737,1.2856397015114789
str_self-destruction_0.25+Qwen3-32B,0,53.94640522875817,rewards mean,-0.1094956241522383,Directed Exploration,0.0082183186993949,Random Exploration,0.9869280879241804,0.1006235728044118,1.2801619074674353
str_manic mood_0.25+Qwen3-32B,0,53.88366013071895,rewards mean,-0.5132995510649976,Directed Exploration,0.0082183186993949,Random Exploration,1.1306763537969722,0.1006235728044118,1.2791085127057242
str_grandiosity_0.25+Qwen3-32B,0,53.82222222222222,rewards mean,0.1414739184843266,Directed Exploration,0.0082183186993949,Random Exploration,1.4424274220632192,0.1006235728044118,1.2835385284319618
str_positivity bias_0.25+Qwen3-32B,0,53.82875816993464,rewards mean,-0.0530782065006668,Directed Exploration,0.0082183186993949,Random Exploration,0.7804166023976028,0.1006235728044118,1.28366333236687
str_lack of remorse_0.25+Qwen3-32B,0,53.92418300653595,rewards mean,-0.1018677254870889,Directed Exploration,0.0082183186993949,Random Exploration,0.9790547519020149,0.1006235728044118,1.2834099365606582
str_risk-seeking_0.25+Qwen3-32B,0,53.61960784313725,rewards mean,-0.4111458211854433,Directed Exploration,0.0082183186993949,Random Exploration,0.91025977503361,0.1006235728044118,1.2816743963470043
str_hostility_0.25+Qwen3-32B,0,53.98562091503268,rewards mean,-0.0094491537528109,Directed Exploration,0.0082183186993949,Random Exploration,0.977301043416362,0.1006235728044118,1.2829725916269852
str_random 0_0.25+Qwen3-32B,0,53.96209150326797,rewards mean,-0.0094491537528109,Directed Exploration,0.0082183186993949,Random Exploration,0.977301043416362,0.1006235728044118,1.2818938585323982
str_random 1_0.25+Qwen3-32B,0,53.959477124183,rewards mean,-0.1094956241522383,Directed Exploration,0.0082183186993949,Random Exploration,0.9869280879241804,0.1006235728044118,1.2808059657184687
str_random 2_0.25+Qwen3-32B,0,53.93202614379085,rewards mean,-0.0094491537528109,Directed Exploration,0.0082183186993949,Random Exploration,0.977301043416362,0.1006235728044118,1.2838832308689114
str_random 3_0.25+Qwen3-32B,0,53.99084967320261,rewards mean,0.0197858154068481,Directed Exploration,0.0082183186993949,Random Exploration,0.7748995527092011,0.1006235728044118,1.2835516218682586
str_random 4_0.25+Qwen3-32B,0,53.96339869281046,rewards mean,-0.1094956241522383,Directed Exploration,0.0082183186993949,Random Exploration,0.9869280879241804,0.1006235728044118,1.2824143846605829
str_random 5_0.25+Qwen3-32B,0,53.99607843137255,rewards mean,-0.0094491537528109,Directed Exploration,0.0082183186993949,Random Exploration,0.977301043416362,0.1006235728044118,1.2835261511293417
str_random 6_0.25+Qwen3-32B,0,53.95294117647059,rewards mean,-0.0094491537528109,Directed Exploration,0.0082183186993949,Random Exploration,0.977301043416362,0.1006235728044118,1.2818590044948488
str_random 7_0.25+Qwen3-32B,0,53.95686274509804,rewards mean,-0.0094491537528109,Directed Exploration,0.0082183186993949,Random Exploration,0.977301043416362,0.1006235728044118,1.282446677713425
str_random 8_0.25+Qwen3-32B,0,53.92026143790849,rewards mean,-0.0094491537528109,Directed Exploration,0.0082183186993949,Random Exploration,0.977301043416362,0.1006235728044118,1.2809609181095285
str_random 9_0.25+Qwen3-32B,0,54.003921568627455,rewards mean,-0.1094956241522383,Directed Exploration,0.00821831869939496,Random Exploration,0.9869280879241804,0.10062357280441181,1.2820914764114328
